Name,Address,City,State,Workers,Local,District,Contract
"5431 Page Rd, Suite 130, Durham, NC",5431 Page Rd,Durham,NC,49,6569,2,Yellow
"8005 Brier Creek Pkwy, Ste 140, Raleigh, NC",8005 Brier Creek Pkwy,Raleigh,NC,99,5074,4,Puce
"5348 Mcfarland Road, Durham, NC",5348 Mcfarland Road,Durham,NC,82,7562,7,Crimson
"5715 Glenwood Ave, Raleigh, NC",5715 Glenwood Ave,Raleigh,NC,24,544,8,Blue
"7055 White Oak Rd, Garner, NC",7055 White Oak Rd,Garner,NC,90,1865,5,Puce
"3400 Bush St, Raleigh, NC",3400 Bush St,Raleigh,NC,70,9775,2,Yellow
"5010 2nd Ave, Raleigh, NC",5010 2nd Ave,Raleigh,NC,24,2956,9,Goldenrod
"6709 Fayetteville Rd - Suite A, Durham, NC",6709 Fayetteville Rd - Suite A,Durham,NC,83,8546,4,Orange
"1117 Walnut Street, Cary, NC",1117 Walnut Street,Cary,NC,72,1403,9,Blue
"2001 Creekside Landing Drive, Apex, NC",2001 Creekside Landing Drive,Apex,NC,89,230,1,Purple
"5100 Capital Blvd., Raleigh, NC",5100 Capital Blvd.,Raleigh,NC,33,4294,4,Goldenrod
"4120 Main At North Hills St., Raleigh, NC",4120 Main At North Hills St.,Raleigh,NC,43,5437,6,Puce
"2500 N College Rd, Wilmington, NC",2500 N College Rd,Wilmington,NC,65,1381,5,Fuscia
"314 S College Road, Wilmington, NC",314 S College Road,Wilmington,NC,91,7008,7,Mauv
"205 S. Stratford Rd. Ste 205-d, Winston Salem, NC",205 S. Stratford Rd. Ste 205-d,Winston Salem,NC,1,8720,8,Pink
"197 Summit Square Blvd., Winston Salem, NC",197 Summit Square Blvd.,Winston Salem,NC,97,200,1,Blue
"3708 Creekshire Ct., Winston Salem, NC",3708 Creekshire Ct.,Winston Salem,NC,86,504,5,Yellow
"629 W 5th St, Winston Salem, NC",629 W 5th St,Winston Salem,NC,47,276,8,Teal
"4621 Ramsey Rd, Fayetteville, NC",4621 Ramsey Rd,Fayetteville,NC,14,7949,8,Teal
"208 Owen Dr, Fayetteville, NC",208 Owen Dr,Fayetteville,NC,59,2967,5,Fuscia
"1918 Skibo Rd, Fayetteville, NC",1918 Skibo Rd,Fayetteville,NC,35,4679,1,Maroon
"1813 North Sand Hills Blvd., Aberdeen, NC",1813 North Sand Hills Blvd.,Aberdeen,NC,55,8064,1,Purple
"621 Greenville Blvd, Greenville, NC",621 Greenville Blvd,Greenville,NC,83,3775,2,Puce
"1325 Western Blvd, Jacksonville, NC",1325 Western Blvd,Jacksonville,NC,5,4371,9,Purple
"3518 Clemson Blvd, Anderson, SC",3518 Clemson Blvd,Anderson,SC,83,913,9,Yellow
"1700 Shoremeade Road, Mount Pleasant, SC",1700 Shoremeade Road,Mount Pleasant,SC,16,7061,5,Purple
"975 Savannah Hwy Ste 301, Charleston, SC",975 Savannah Hwy Ste 301,Charleston,SC,93,2622,7,Goldenrod
"7460 Rivers Ave, Charleston, SC",7460 Rivers Ave,Charleston,SC,45,2837,1,Violet
"1835 Pine Island Rd, Myrtle Beach, SC",1835 Pine Island Rd,Myrtle Beach,SC,75,1355,8,Puce
"1218 N. Main Street, Summerville, SC",1218 N. Main Street,Summerville,SC,9,5273,9,Fuscia
"213 Hwy 17 N, North Myrtle Beach, SC",213 Hwy 17 N,North Myrtle Beach,SC,92,6015,4,Puce
"1233 Savannah Hwy, Charleston, SC",1233 Savannah Hwy,Charleston,SC,66,6996,3,Crimson
"1140 N Fraser St, Georgetown, SC",1140 N Fraser St,Georgetown,SC,36,9204,4,Yellow
"5540 Sunset Blvd, Ste C, Lexington, SC",5540 Sunset Blvd,Lexington,SC,38,7580,8,Fuscia
"140 Stonemark Ln, Columbia, SC",140 Stonemark Ln,Columbia,SC,21,2636,8,Green
"702 Cross Hill Rd Ste 500, Columbia, SC",702 Cross Hill Rd Ste 500,Columbia,SC,80,1648,7,Red
"239 Harbison Blvd., Columbia, SC",239 Harbison Blvd.,Columbia,SC,44,1522,1,Aquamarine
"155 Forum Dr., Columbia, SC",155 Forum Dr.,Columbia,SC,37,5771,6,Orange
"430 Second Loop Rd, Florence, SC",430 Second Loop Rd,Florence,SC,82,1559,2,Goldenrod
"1603 W Evans St, Florence, SC",1603 W Evans St,Florence,SC,52,2806,5,Indigo
"3007 W Radio Drive, Florence, SC",3007 W Radio Drive,Florence,SC,95,2798,3,Goldenrod
"10906 E Marietta Ave, Spokane Valley, WA",10906 E Marietta Ave,Spokane Valley,WA,37,6100,7,Orange
"20309 N Creek Pkwy, Bothell, WA",20309 N Creek Pkwy,Bothell,WA,86,6352,4,Yellow
"955 Broadway, Tacoma, WA",955 Broadway,Tacoma,WA,1,6374,4,Khaki
"1121 Woodruff Rd, Greenville, SC",1121 Woodruff Rd,Greenville,SC,69,6254,2,Mauv
"218 College St, Greenville, SC",218 College St,Greenville,SC,96,6163,2,Goldenrod
"1855 E Main St., Spartanburg, SC",1855 E Main St.,Spartanburg,SC,60,9595,5,Turquoise
"127 E Blackstock Rd., Spartanburg, SC",127 E Blackstock Rd.,Spartanburg,SC,32,3584,8,Puce
"2434 Dave Lyle Blvd, Rock Hill, SC",2434 Dave Lyle Blvd,Rock Hill,SC,8,5909,7,Goldenrod
"1853 Gunbarrel Rd., Chattanooga, TN",1853 Gunbarrel Rd.,Chattanooga,TN,6,1325,6,Mauv
"5691 Highway 153, Hixson, TN",5691 Highway 153,Hixson,TN,93,4680,1,Turquoise
"5718 Lee Hwy, Chattanooga, TN",5718 Lee Hwy,Chattanooga,TN,32,6183,6,Mauv
"4494 Frontage Rd. NW, Cleveland, TN",4494 Frontage Rd. NW,Cleveland,TN,63,9492,3,Crimson
"618 S James Campbell Blvd, Columbia, TN",618 S James Campbell Blvd,Columbia,TN,26,9141,1,Yellow
"1012 Vann Drive, Jackson, TN",1012 Vann Drive,Jackson,TN,57,1175,5,Mauv
"7041 Kingston Pike, Knoxville, TN",7041 Kingston Pike,Knoxville,TN,43,6632,1,Crimson
"234 Hamilton Crossing Drive, Alcoa, TN",234 Hamilton Crossing Drive,Alcoa,TN,49,7699,9,Crimson
"11555 Parkside Drive, Farragut, TN",11555 Parkside Drive,Farragut,TN,98,5009,9,Goldenrod
"5429 Washington Pike, Knoxville, TN",5429 Washington Pike,Knoxville,TN,12,5756,6,Red
"940 Elm St, Knoxville, TN",940 Elm St,Knoxville,TN,16,7216,4,Purple
"2550 East Morris Blvd, Morristown, TN",2550 East Morris Blvd,Morristown,TN,72,749,1,Mauv
"4938 Poplar Ave, Memphis, TN",4938 Poplar Ave,Memphis,TN,46,3920,6,Indigo
"8457 N Hwy 51, Millington, TN",8457 N Hwy 51,Millington,TN,44,9482,9,Pink
"5070 Goodman Rd, Olive Branch, MS",5070 Goodman Rd,Olive Branch,MS,83,3190,2,Crimson
"2825 N Germantown Pkwy Ste 101, Memphis, TN",2825 N Germantown Pkwy Ste 101,Memphis,TN,85,1519,7,Indigo
"6267 Poplar Ave, Memphis, TN",6267 Poplar Ave,Memphis,TN,74,2334,6,Crimson
"1733 Sycamore View Rd, Memphis, TN",1733 Sycamore View Rd,Memphis,TN,23,4850,9,Puce
"3720 Hacks Cross Rd, Memphis, TN",3720 Hacks Cross Rd,Memphis,TN,13,3873,6,Crimson
"5985 Stage Rd., Bartlett, TN",5985 Stage Rd.,Bartlett,TN,43,3302,3,Purple
"900 West Poplar Ave, Collierville, TN",900 West Poplar Ave,Collierville,TN,21,9210,8,Indigo
"2282 Union Avenue, Memphis, TN",2282 Union Avenue,Memphis,TN,8,4158,2,Green
"1684 N Germantown Pkwy, Cordova, TN",1684 N Germantown Pkwy,Cordova,TN,86,1695,5,Mauv
"115 Goodman Rd. West, Southaven, MS",115 Goodman Rd. West,Southaven,MS,41,419,6,Red
"434 Keough Rd, Collierville, TN",434 Keough Rd,Collierville,TN,41,1348,6,Yellow
"455 Research Dr, Southaven, MS",455 Research Dr,Southaven,MS,74,475,2,Green
"6702 Charlotte Pike, Ste 101, Nashville, TN",6702 Charlotte Pike,Nashville,TN,84,6599,4,Yellow
"598 Sam Ridley Pkwy W, Smyrna, TN",598 Sam Ridley Pkwy W,Smyrna,TN,9,1864,8,Crimson
"4106 Hillsboro Rd, Nashville, TN",4106 Hillsboro Rd,Nashville,TN,70,4302,5,Maroon
"2560 Wilma Rudolph Blvd, Clarksville, TN",2560 Wilma Rudolph Blvd,Clarksville,TN,64,7991,7,Red
"3021 Mallory Lane, Franklin, TN",3021 Mallory Lane,Franklin,TN,5,5251,8,Fuscia
"2001 Gallatin Pike North, Madison, TN",2001 Gallatin Pike North,Madison,TN,49,3957,7,Khaki
"2627 Brick Church Pike, Nashville, TN",2627 Brick Church Pike,Nashville,TN,6,7407,9,Purple
"401 S Mt. Juliet Rd., Mount Juliet, TN",401 S Mt. Juliet Rd.,Mount Juliet,TN,87,5505,7,Yellow
"1900 West End, Nashville, TN",1900 West End,Nashville,TN,4,4596,8,Goldenrod
"577 North Thompson Lane, Murfreesboro, TN",577 North Thompson Lane,Murfreesboro,TN,14,9015,5,Red
"250 Indian Lake Blvd., Hendersonville, TN",250 Indian Lake Blvd.,Hendersonville,TN,14,1149,1,Violet
"2612 N Roan St, Johnson City, TN",2612 N Roan St,Johnson City,TN,73,8196,8,Teal
"1817 East Stone Dr., Kingsport, TN",1817 East Stone Dr.,Kingsport,TN,78,7254,9,Maroon
"4109 Myrtle Ave, Anniston, AL",4109 Myrtle Ave,Anniston,AL,3,8487,5,Fuscia
"1830 Quintard Ave., Anniston, AL",1830 Quintard Ave.,Anniston,AL,3,8912,4,Orange
"1790 Riverchase Dr., Ste 100, Hoover, AL",1790 Riverchase Dr.,Hoover,AL,25,4608,9,Violet
"4949 Promenada Parkway, Bessemer, AL",4949 Promenada Parkway,Bessemer,AL,23,5180,4,Fuscia
"4700 Us Highway 280 E, Birmingham, AL",4700 Us Highway 280 E,Birmingham,AL,79,6635,1,Turquoise
"1715 6th Ave N, Birmingham, AL",1715 6th Ave N,Birmingham,AL,95,2265,2,Fuscia
"1876 Data Dr, Hoover, AL",1876 Data Dr,Hoover,AL,40,6448,6,Aquamarine
"521 Fieldstown Rd. Suite 101, Gardendale, AL",521 Fieldstown Rd. Suite 101,Gardendale,AL,66,4092,8,Goldenrod
"60 Colonial Promenade Pkwy, Alabaster, AL",60 Colonial Promenade Pkwy,Alabaster,AL,58,2365,1,Goldenrod
"1616 Gadsden Highway Ste. 102, Birmingham, AL",1616 Gadsden Highway Ste. 102,Birmingham,AL,62,6570,1,Khaki
"2904 Commerce Sq S, Irondale, AL",2904 Commerce Sq S,Irondale,AL,45,3702,5,Teal
"220 State Farm Parkway, Birmingham, AL",220 State Farm Parkway,Birmingham,AL,98,1255,1,Teal
"2405 Highway 31, Calera, AL",2405 Highway 31,Calera,AL,14,1199,8,Aquamarine
"609 35th St S, Birmingham, AL",609 35th St S,Birmingham,AL,63,3162,9,Goldenrod
"901 Rainbow Drive, Gadsden, AL",901 Rainbow Drive,Gadsden,AL,75,3481,4,Pink
"4929 University Drive, Suite G, Huntsville, AL",4929 University Drive,Huntsville,AL,57,9807,2,Pink
"1217 Mallard Parkway SE, Decatur, AL",1217 Mallard Parkway SE,Decatur,AL,48,7773,8,Purple
"2190 Winchester Rd NE Ste E, Huntsville, AL",2190 Winchester Rd NE Ste E,Huntsville,AL,51,8695,2,Teal
"400 Diamond Dr NW, Huntsville, AL",400 Diamond Dr NW,Huntsville,AL,15,1428,6,Green
"6886 Governors Dr West Ste 108, Huntsville, AL",6886 Governors Dr West Ste 108,Huntsville,AL,24,9373,8,Aquamarine
"1871 Cherokee Avenue SW, Cullman, AL",1871 Cherokee Avenue SW,Cullman,AL,15,3866,9,Red
"8640 Madison Blvd, Madison, AL",8640 Madison Blvd,Madison,AL,35,6931,3,Goldenrod
"1217 Memorial Pkwy NW, Huntsville, AL",1217 Memorial Pkwy NW,Huntsville,AL,54,4522,7,Red
"8135 Highway 72 West, Madison, AL",8135 Highway 72 West,Madison,AL,37,6769,1,Indigo
"4800 Whitesburg Drive, Huntsville, AL",4800 Whitesburg Drive,Huntsville,AL,18,2949,7,Blue
"5520 Holmes Ave NW, Huntsville, AL",5520 Holmes Ave NW,Huntsville,AL,22,3236,6,Aquamarine
"1704 Highway 78 East, Jasper, AL",1704 Highway 78 East,Jasper,AL,57,8369,6,Mauv
"720 Schillinger Rd. South, Mobile, AL",720 Schillinger Rd. South,Mobile,AL,24,6699,4,Turquoise
"9912 Dimitrios Blvd Suite 101, Daphne, AL",9912 Dimitrios Blvd Suite 101,Daphne,AL,4,8114,1,Purple
"3730 Airport Blvd, Mobile, AL",3730 Airport Blvd,Mobile,AL,79,700,9,Goldenrod
"135 W Church St, Jackson, AL",135 W Church St,Jackson,AL,1,8267,3,Blue
"4419 Rangeline Rd., Mobile, AL",4419 Rangeline Rd.,Mobile,AL,52,9898,2,Orange
"3740 Industrial Park Dr, Mobile, AL",3740 Industrial Park Dr,Mobile,AL,69,8566,4,Pink
"2131 Mckenzie Street, Foley, AL",2131 Mckenzie Street,Foley,AL,75,4667,9,Red
"10494 Highway 80 E, Montgomery, AL",10494 Highway 80 E,Montgomery,AL,45,337,7,Goldenrod
"1220 E Highland Ave, Selma, AL",1220 E Highland Ave,Selma,AL,63,2850,2,Yellow
"7024 Eastchase Pkwy, Montgomery, AL",7024 Eastchase Pkwy,Montgomery,AL,38,9923,9,Blue
"400 E Madison St, Troy, AL",400 E Madison St,Troy,AL,57,8375,7,Orange
"233 Avalon Ave., Muscle Shoals, AL",233 Avalon Ave.,Muscle Shoals,AL,79,8007,4,Orange
"15046 Hwy 43 Suite C, Russellville, AL",15046 Hwy 43 Suite C,Russellville,AL,47,8693,9,Green
"349 Cox Creek Pkwy, Florence, AL",349 Cox Creek Pkwy,Florence,AL,65,3441,2,Green
"1351 Mcfarland Blvd NE Ste 105, Tuscaloosa, AL",1351 Mcfarland Blvd NE Ste 105,Tuscaloosa,AL,73,47,5,Blue
"5980 Old Greensboro Rd Ste 1, Tuscaloosa, AL",5980 Old Greensboro Rd Ste 1,Tuscaloosa,AL,72,4235,4,Goldenrod
"2101 7th St, Tuscaloosa, AL",2101 7th St,Tuscaloosa,AL,3,8075,5,Puce
"2200 Mcfarland Blvd E, Tuscaloosa, AL",2200 Mcfarland Blvd E,Tuscaloosa,AL,86,3517,6,Maroon
"2927 Ross Clark Cir, Dothan, AL",2927 Ross Clark Cir,Dothan,AL,18,1170,2,Pink
"221 Venture Way, Ste 1, Lafayette, LA",221 Venture Way,Lafayette,LA,76,6304,5,Turquoise
"1733 Sycamore View Rd, Ste 200, Memphis, TN",1733 Sycamore View Rd,Memphis,TN,96,2057,1,Goldenrod
"1817 E Stone Drive, Kingsport, TN",1817 E Stone Drive,Kingsport,TN,72,2222,1,Indigo
"1876 Data Dr, Hoover, AL",1876 Data Dr,Hoover,AL,31,8753,6,Blue
"4127 Us Hwy 98 N Ste A134, Lakeland, FL",4127 Us Hwy 98 N Ste A134,Lakeland,FL,58,6174,6,Teal
"3051 Bienville Blvd, Ocean Springs, MS",3051 Bienville Blvd,Ocean Springs,MS,95,3469,4,Khaki
"754 Peachtree St NE, Atlanta, GA",754 Peachtree St NE,Atlanta,GA,14,2597,5,Orange
"2301 23rd Ave N, Escanaba, MI",2301 23rd Ave N,Escanaba,MI,43,1307,1,Purple
"310 W 7th Ave, Sault Sainte Marie, MI",310 W 7th Ave,Sault Sainte Marie,MI,79,943,2,Mauv
"1311 Wright St, Cadillac, MI",1311 Wright St,Cadillac,MI,44,1227,7,Fuscia
"3030 44th Street, Building K, Grandville, MI",3030 44th Street,Grandville,MI,60,8267,7,Indigo
"6385 B Drive North, Ste B, Battle Creek, MI",6385 B Drive North,Battle Creek,MI,78,7761,2,Puce
"3422 Lousma Dr SE, Grand Rapids, MI",3422 Lousma Dr SE,Grand Rapids,MI,7,4124,5,Maroon
"13655 Hall Road, Shelby Township, MI",13655 Hall Road,Shelby Township,MI,81,9730,2,Violet
"342 N Drake Rd., Kalamazoo, MI",342 N Drake Rd.,Kalamazoo,MI,85,3749,7,Yellow
"28835 Gratiot Ave, Roseville, MI",28835 Gratiot Ave,Roseville,MI,99,4384,2,Violet
"31361 Orchard Lake Rd, Farmington Hills, MI",31361 Orchard Lake Rd,Farmington Hills,MI,15,3706,9,Crimson
"3435 W Shore Dr, Holland, MI",3435 W Shore Dr,Holland,MI,68,8873,6,Aquamarine
"941 Hastings St, Traverse City, MI",941 Hastings St,Traverse City,MI,61,1087,6,Aquamarine
"23201 W 8 Mile Rd, Detroit, MI",23201 W 8 Mile Rd,Detroit,MI,14,8406,4,Orange
"360 Enterprise Ct, Bloomfield Hills, MI",360 Enterprise Ct,Bloomfield Hills,MI,67,6007,1,Red
"3217 Washtenaw Blvd, Ann Arbor, MI",3217 Washtenaw Blvd,Ann Arbor,MI,21,2525,3,Turquoise
"5791 Harvey Street, Norton Shores, MI",5791 Harvey Street,Norton Shores,MI,84,6070,1,Orange
"2000 W Big Beaver Road, Troy, MI",2000 W Big Beaver Road,Troy,MI,59,6844,7,Green
"26050 Novi Rd., Novi, MI",26050 Novi Rd.,Novi,MI,53,483,4,Maroon
"2480 S Telegraph Rd, Dearborn, MI",2480 S Telegraph Rd,Dearborn,MI,83,8497,2,Indigo
"1151 Us 31 N, Petoskey, MI",1151 Us 31 N,Petoskey,MI,20,6520,7,Goldenrod
"1419 N West Avenue, Jackson, MI",1419 N West Avenue,Jackson,MI,56,9574,8,Orange
"39 East St, Manistee, MI",39 East St,Manistee,MI,88,5590,2,Maroon
"30254 Woodward Ave., Royal Oak, MI",30254 Woodward Ave.,Royal Oak,MI,1,9044,4,Orange
"811 N Mitchell St, Cadillac, MI",811 N Mitchell St,Cadillac,MI,90,9731,2,Khaki
"23350 Eureka Road, Taylor, MI",23350 Eureka Road,Taylor,MI,83,6586,4,Fuscia
"1620 Michigan Ave, Detroit, MI",1620 Michigan Ave,Detroit,MI,85,6696,7,Maroon
"3963 Baldwin Rd, Auburn Hills, MI",3963 Baldwin Rd,Auburn Hills,MI,55,5548,9,Mauv
"26820 Southfield Rd., Lathrup Village, MI",26820 Southfield Rd.,Lathrup Village,MI,98,7501,2,Khaki
"42633 Ford Rd, Canton, MI",42633 Ford Rd,Canton,MI,16,9435,1,Puce
"2726 S 11th St, Niles, MI",2726 S 11th St,Niles,MI,1,9385,6,Pink
"3289 South Airport Rd, Traverse City, MI",3289 South Airport Rd,Traverse City,MI,33,8398,7,Violet
"3255 Us Hwy 41 W, Marquette, MI",3255 Us Hwy 41 W,Marquette,MI,21,9495,9,Turquoise
"133 W Lovell St, Kalamazoo, MI",133 W Lovell St,Kalamazoo,MI,70,2990,2,Blue
"2500 E Beltline Ave SE Ste B, Grand Rapids, MI",2500 E Beltline Ave SE Ste B,Grand Rapids,MI,16,3444,1,Fuscia
"22371 Gratiot Avenue, Eastpointe, MI",22371 Gratiot Avenue,Eastpointe,MI,73,208,8,Turquoise
"7171 Haggerty Rd, Canton, MI",7171 Haggerty Rd,Canton,MI,49,5808,6,Teal
"24500 W 12 Mile Rd, Southfield, MI",24500 W 12 Mile Rd,Southfield,MI,86,3615,2,Green
"5901 S. Westnedge Avenue, Portage, MI",5901 S. Westnedge Avenue,Portage,MI,5,5928,8,Indigo
"3295 Henry St, Muskegon, MI",3295 Henry St,Muskegon,MI,54,1069,1,Yellow
"4029 Miller Road, Flint, MI",4029 Miller Road,Flint,MI,63,5823,1,Teal
"2031 Dix Highway, Lincoln Park, MI",2031 Dix Highway,Lincoln Park,MI,45,9410,9,Pink
"2910 Tittabawasee Rd, Saginaw, MI",2910 Tittabawasee Rd,Saginaw,MI,58,7299,6,Khaki
"32800 John R Rd, Madison Heights, MI",32800 John R Rd,Madison Heights,MI,7,9856,2,Green
"1021 Main St, Saint Joseph, MI",1021 Main St,Saint Joseph,MI,77,5399,7,Red
"23500 Northwestern Hwy Bldg W, Southfield, MI",23500 Northwestern Hwy Bldg W,Southfield,MI,71,3451,1,Crimson
"100 Oakbrook Center, Space 28, Oak Brook, IL",100 Oakbrook Center,Oak Brook,IL,100,9184,8,Red
"13501 S. Route 59, Ste 103, Plainfield, IL",13501 S. Route 59,Plainfield,IL,54,1854,7,Khaki
"6232 S. Halsted St., Ste A, Chicago, IL",6232 S. Halsted St.,Chicago,IL,34,7168,1,Khaki
"305 N Veterans Pkwy, Ste 102, Bloomington, IL",305 N Veterans Pkwy,Bloomington,IL,74,2727,7,Yellow
"2830 Mannheim Rd, Ste 200, Franklin Park, IL",2830 Mannheim Rd,Franklin Park,IL,84,1893,6,Crimson
"1538 N. Clybourn, Ste. A123, Chicago, IL",1538 N. Clybourn,Chicago,IL,44,6785,6,Fuscia
"59 Skokie Valley Road, Highland Park, IL",59 Skokie Valley Road,Highland Park,IL,11,2015,4,Violet
"2500 Colt Rd, Springfield, IL",2500 Colt Rd,Springfield,IL,36,2860,3,Violet
"3650 Industrial Ave, Rolling Meadows, IL",3650 Industrial Ave,Rolling Meadows,IL,38,1128,3,Teal
"205 W Monroe, Chicago, IL",205 W Monroe,Chicago,IL,50,8805,1,Goldenrod
"1 N Lagrange Rd Unit 1-b, Lagrange, IL",1 N Lagrange Rd Unit 1-b,Lagrange,IL,10,5044,6,Khaki
"15896 S. Lagrange Rd., Orland Park, IL",15896 S. Lagrange Rd.,Orland Park,IL,9,6693,5,Violet
"1400 Golf Road, Schaumburg, IL",1400 Golf Road,Schaumburg,IL,74,732,9,Teal
"7501 Brush Hill Rd, Burr Ridge, IL",7501 Brush Hill Rd,Burr Ridge,IL,58,3311,7,Red
"445 E. Townline Rd, Vernon Hills, IL",445 E. Townline Rd,Vernon Hills,IL,74,6088,8,Turquoise
"1454 S. Randall Rd., Algonquin, IL",1454 S. Randall Rd.,Algonquin,IL,86,5976,3,Purple
"260 Danada Square W, Wheaton, IL",260 Danada Square W,Wheaton,IL,78,9528,3,Turquoise
"3909 Broadway St. Ste.104, Mount Vernon, IL",3909 Broadway St. Ste.104,Mount Vernon,IL,10,7800,1,Crimson
"1101 South Canal Street, Chicago, IL",1101 South Canal Street,Chicago,IL,78,9522,7,Goldenrod
"6270 E State Street, Rockford, IL",6270 E State Street,Rockford,IL,72,4261,9,Green
"3340 Mall Loop Dr, Joliet, IL",3340 Mall Loop Dr,Joliet,IL,62,6346,1,Yellow
"11244 W. Lincoln Hwy, Mokena, IL",11244 W. Lincoln Hwy,Mokena,IL,55,1729,4,Red
"555 E Cook St, Springfield, IL",555 E Cook St,Springfield,IL,86,3976,5,Turquoise
"17858 Halsted Street, Homewood, IL",17858 Halsted Street,Homewood,IL,7,7359,7,Fuscia
"85 W Congress Pkwy, Chicago, IL",85 W Congress Pkwy,Chicago,IL,47,7016,7,Yellow
"840 E State Pkwy, Schaumburg, IL",840 E State Pkwy,Schaumburg,IL,6,8107,2,Teal
"917 Randall Rd, St. Charles, IL",917 Randall Rd,St. Charles,IL,99,3101,9,Orange
"4155 1/2 N Harlem Ave, Norridge, IL",4155 1/2 N Harlem Ave,Norridge,IL,4,4088,1,Teal
"1146 Collinsville Crossing Blv, Collinsville, IL",1146 Collinsville Crossing Blv,Collinsville,IL,51,4741,2,Crimson
"930 National Pkwy, Schaumburg, IL",930 National Pkwy,Schaumburg,IL,20,983,9,Mauv
"3701 W. Touhy Ave., Lincolnwood, IL",3701 W. Touhy Ave.,Lincolnwood,IL,43,6465,4,Turquoise
"585 E Palatine Rd, Arlington Heights, IL",585 E Palatine Rd,Arlington Heights,IL,20,2255,1,Puce
"2808 Us Highway 34, Oswego, IL",2808 Us Highway 34,Oswego,IL,76,9773,2,Orange
"15 S Halsted St., Chicago, IL",15 S Halsted St.,Chicago,IL,7,8115,6,Teal
"1720 6th Ave, Moline, IL",1720 6th Ave,Moline,IL,87,4228,7,Green
"95 W Algonquin Rd -- Z1, Arlington Heights, IL",95 W Algonquin Rd -- Z1,Arlington Heights,IL,60,7947,3,Teal
"1617 N Damen Avenue, Chicago, IL",1617 N Damen Avenue,Chicago,IL,54,2147,1,Aquamarine
"2916 Commerce Drive, Johnsburg, IL",2916 Commerce Drive,Johnsburg,IL,17,8550,6,Mauv
"8658 S Cottage Grove, Chicago, IL",8658 S Cottage Grove,Chicago,IL,44,6116,3,Aquamarine
"312 S Randall Rd, South Elgin, IL",312 S Randall Rd,South Elgin,IL,28,1907,4,Yellow
"1155 Golf Rd, Rolling Meadows, IL",1155 Golf Rd,Rolling Meadows,IL,4,1638,1,Red
"1421 Barclay Blvd, Buffalo Grove, IL",1421 Barclay Blvd,Buffalo Grove,IL,64,9094,4,Maroon
"4361 Venture Drive, Peru, IL",4361 Venture Drive,Peru,IL,79,5463,9,Turquoise
"1921 W Morton Ave, Jacksonville, IL",1921 W Morton Ave,Jacksonville,IL,72,815,6,Goldenrod
"729 West Main Street, West Dundee, IL",729 West Main Street,West Dundee,IL,50,1122,9,Purple
"4912 Northwest Highway, Crystal Lake, IL",4912 Northwest Highway,Crystal Lake,IL,63,1080,6,Maroon
"291 North York Street, Elmhurst, IL",291 North York Street,Elmhurst,IL,8,6831,2,Pink
"16 North State St., Chicago, IL",16 North State St.,Chicago,IL,57,1295,3,Indigo
"1 Aviation Center Dr, Rantoul, IL",1 Aviation Center Dr,Rantoul,IL,21,9909,2,Khaki
"600 North Michigan Ave, Chicago, IL",600 North Michigan Ave,Chicago,IL,70,5682,9,Blue
"1730 W. Fullerton Ave, Chicago, IL",1730 W. Fullerton Ave,Chicago,IL,18,4659,7,Mauv
"1902 North Prospect Ave., Champaign, IL",1902 North Prospect Ave.,Champaign,IL,73,9573,7,Yellow
"9725 Skokie Blvd, Skokie, IL",9725 Skokie Blvd,Skokie,IL,81,9632,7,Khaki
"7075 Grand Ave, Gurnee, IL",7075 Grand Ave,Gurnee,IL,50,9793,7,Crimson
"5201 Broadway Street, Quincy, IL",5201 Broadway Street,Quincy,IL,38,4237,2,Goldenrod
"4756 West Cal Sag Road, Crestwood, IL",4756 West Cal Sag Road,Crestwood,IL,39,4581,4,Khaki
"2410 W Wabash Avenue, Springfield, IL",2410 W Wabash Avenue,Springfield,IL,20,2024,3,Red
"5251 W 95th Street, Oak Lawn, IL",5251 W 95th Street,Oak Lawn,IL,69,4669,1,Orange
"9505 S. Western Ave., Chicago, IL",9505 S. Western Ave.,Chicago,IL,66,9164,3,Fuscia
"17w504 22nd St, Oakbrook Terrace, IL",17w504 22nd St,Oakbrook Terrace,IL,9,1918,3,Turquoise
"425 N Harlem Ave, Oak Park, IL",425 N Harlem Ave,Oak Park,IL,74,5161,2,Violet
"6697 Center Grove Rd, Edwardsville, IL",6697 Center Grove Rd,Edwardsville,IL,43,3426,3,Green
"4412 E New York St., Aurora, IL",4412 E New York St.,Aurora,IL,62,6141,4,Blue
"1215 Carolina Dr, West Chicago, IL",1215 Carolina Dr,West Chicago,IL,97,7905,7,Indigo
"2415 75th St Ste E, Darien, IL",2415 75th St Ste E,Darien,IL,64,8177,2,Teal
"5840 Belleville Crossing St, Belleville, IL",5840 Belleville Crossing St,Belleville,IL,22,7124,8,Puce
"729 W Main St, West Dundee, IL",729 W Main St,West Dundee,IL,84,5126,5,Maroon
"1500 Polaris Parkway, Ste 2172, Columbus, OH",1500 Polaris Parkway,Columbus,OH,52,5612,7,Blue
"20669 Center Ridge Rd, Fairview Park, OH",20669 Center Ridge Rd,Fairview Park,OH,47,254,6,Maroon
"8089 South Ave, Youngstown, OH",8089 South Ave,Youngstown,OH,85,5609,1,Orange
"650 Boardman-canfield Road, Boardman, OH",650 Boardman-canfield Road,Boardman,OH,97,1291,8,Fuscia
