,Name,Address,City,State,Workers,Local,District,Contract,lon,lat
533,"13550 SW 120th Street, Miami, FL",13550 SW 120th Street,Miami,FL,95,3390,3,Green,-80.4146561,25.6551451
275,"2533 West State Street, New Castle, PA",2533 West State Street,New Castle,PA,92,7578,3,Yellow,-80.3964171,41.0100539
504,"1395 NW Saint Lucie West Blvd, Port Saint Lucie, FL",1395 NW Saint Lucie West Blvd,Port Saint Lucie,FL,29,401,8,Puce,-80.3954409,27.3138016
532,"12190 SW 88th St, Miami, FL",12190 SW 88th St,Miami,FL,40,1487,3,Maroon,-80.393569,25.6857572
536,"8941 S.w. 107th Avenue, Miami, FL",8941 S.w. 107th Avenue,Miami,FL,83,3682,9,Green,-80.3646253,25.6847335
517,"2965 SW 160th Ave, Ste 160, Miramar, FL",2965 SW 160th Ave,Miramar,FL,29,6916,4,Khaki,-80.3588397,25.9811583
525,"10003 NW 41st St, Miami, FL",10003 NW 41st St,Miami,FL,15,5054,8,Fuscia,-80.3584494,25.812179
531,"8888 SW 136 St, Miami, FL",8888 SW 136 St,Miami,FL,2,2951,8,Green,-80.3398814,25.6458369
528,"600 NW 79th Ave, Miami, FL",600 NW 79th Ave,Miami,FL,42,912,3,Orange,-80.3253145,25.775283
526,"7703 West Flagler St Ste C, Miami, FL",7703 West Flagler St Ste C,Miami,FL,74,9911,4,Turquoise,-80.3231603,25.7704487
790,"3708 Creekshire Ct., Winston Salem, NC",3708 Creekshire Ct.,Winston Salem,NC,86,504,5,Yellow,-80.3208451,36.0673051
535,"7711 SW 40th Street, Miami, FL",7711 SW 40th Street,Miami,FL,94,5812,3,Turquoise,-80.3196133,25.7333946
234,"1 Route 18, Suite 571, Monaca, PA",1 Route 18,Monaca,PA,51,5698,6,Orange,-80.3131935,40.6742504
449,"12231 W Sunrise Blvd, Plantation, FL",12231 W Sunrise Blvd,Plantation,FL,69,8205,9,Violet,-80.3111695,26.1464279
527,"8821 S. Dixie Hwy, Miami, FL",8821 S. Dixie Hwy,Miami,FL,35,9870,8,Crimson,-80.3085862,25.6882149
519,"11380 Pines Blvd, Pembroke Pines, FL",11380 Pines Blvd,Pembroke Pines,FL,82,1374,9,Aquamarine,-80.2997647,26.0071648
522,"663 W 49th St, Hialeah, FL",663 W 49th St,Hialeah,FL,44,5072,8,Fuscia,-80.296251,25.8670143
523,"5644 NW 167th St., Miami Gardens, FL",5644 NW 167th St.,Miami Gardens,FL,32,4295,7,Purple,-80.2926561,25.9229411
353,"542 Emily Drive, Clarksburg, WV",542 Emily Drive,Clarksburg,WV,87,682,3,Khaki,-80.2856589,39.26451
788,"205 S. Stratford Rd. Ste 205-d, Winston Salem, NC",205 S. Stratford Rd. Ste 205-d,Winston Salem,NC,1,8720,8,Pink,-80.2788446,36.0920991
789,"197 Summit Square Blvd., Winston Salem, NC",197 Summit Square Blvd.,Winston Salem,NC,97,200,1,Blue,-80.2746643,36.189409
448,"8650 W Oakland Park Blvd, Sunrise, FL",8650 W Oakland Park Blvd,Sunrise,FL,39,9681,6,Teal,-80.2644958,26.1673922
529,"215 Miracle Mile, Coral Gables, FL",215 Miracle Mile,Coral Gables,FL,53,9224,4,Purple,-80.2590953,25.7498449
791,"629 W 5th St, Winston Salem, NC",629 W 5th St,Winston Salem,NC,47,276,8,Teal,-80.2507504,36.0993979
444,"2204 University Drive, Coral Springs, FL",2204 University Drive,Coral Springs,FL,87,1008,4,Khaki,-80.2501788,26.2589039
442,"1920 S University Dr, Davie, FL",1920 S University Dr,Davie,FL,71,724,1,Fuscia,-80.2493359,26.0957031
290,"325 Washington Rd, Washington, PA",325 Washington Rd,Washington,PA,5,9871,4,Goldenrod,-80.2276926,40.186017
518,"333-b South Sr 7, Hollywood, FL",333-b South Sr 7,Hollywood,FL,13,2728,5,Pink,-80.2066405,26.0067125
505,"2545 State Rd 7, Wellington, FL",2545 State Rd 7,Wellington,FL,36,576,5,Indigo,-80.2055074,26.6431201
512,"117 S State Road 7, Wellington, FL",117 S State Road 7,Wellington,FL,88,2242,1,Yellow,-80.2033081,26.6771583
443,"9924 Glades Rd., Boca Raton, FL",9924 Glades Rd.,Boca Raton,FL,52,3210,4,Goldenrod,-80.2023444,26.366164
441,"4240 N State Road 7, Coral Springs, FL",4240 N State Road 7,Coral Springs,FL,24,9986,6,Teal,-80.2017156,26.2814676
530,"3101 North Miami Ave, Miami, FL",3101 North Miami Ave,Miami,FL,5,9312,7,Mauv,-80.1943063,25.806369
520,"3353 - B Sheridan St, Hollywood, FL",3353 - B Sheridan St,Hollywood,FL,97,4005,4,Goldenrod,-80.1764097,26.0333598
537,"12599 Biscayne Blvd, North Miami, FL",12599 Biscayne Blvd,North Miami,FL,45,3900,4,Puce,-80.1625256,25.8923404
278,"19045 Park Avenue Plaza, Meadville, PA",19045 Park Avenue Plaza,Meadville,PA,56,2629,4,Indigo,-80.1600986,41.6237533
803,"1218 N. Main Street, Summerville, SC",1218 N. Main Street,Summerville,SC,9,5273,9,Fuscia,-80.158514,33.0357229
447,"6311 North Andrews Avenue, Fort Lauderdale, FL",6311 North Andrews Avenue,Fort Lauderdale,FL,98,6754,3,Yellow,-80.1490076,26.2055421
521,"18101 Biscayne Blvd Ste 2202, Aventura, FL",18101 Biscayne Blvd Ste 2202,Aventura,FL,51,8392,3,Orange,-80.1479609,25.9426454
524,"19501 Biscayne Blvd, Miami, FL",19501 Biscayne Blvd,Miami,FL,51,5355,5,Fuscia,-80.1443412,25.9570723
446,"530 North Federal Highway, Fort Lauderdale, FL",530 North Federal Highway,Fort Lauderdale,FL,16,8148,2,Khaki,-80.1372321,26.1291846
445,"6000 Glades Rd Ste 1122, Boca Raton, FL",6000 Glades Rd Ste 1122,Boca Raton,FL,60,7384,9,Goldenrod,-80.1329358,26.3654321
511,"6286 W. Indiantown Rd., Jupiter, FL",6286 W. Indiantown Rd.,Jupiter,FL,25,8887,5,Indigo,-80.1309512,26.934236
450,"1165 N Federal Hwy, Fort Lauderdale, FL",1165 N Federal Hwy,Fort Lauderdale,FL,57,3256,3,Khaki,-80.1204693,26.1406329
239,"20125 Rt 19, Cranberry Twp, PA",20125 Rt 19,Cranberry Twp,PA,86,1592,3,Goldenrod,-80.1011024,40.6836847
236,"270 Bilmar Dr, Pittsburgh, PA",270 Bilmar Dr,Pittsburgh,PA,8,2457,8,Turquoise,-80.1000202,40.4523071
507,"1880 N Congress Ave, Boynton Beach, FL",1880 N Congress Ave,Boynton Beach,FL,69,5292,9,Fuscia,-80.0888375,26.5457891
285,"6807 Peach Street, Erie, PA",6807 Peach Street,Erie,PA,61,1182,4,Purple,-80.0887175,42.0567911
506,"3101 Pga Blvd, Palm Beach Gardens, FL",3101 Pga Blvd,Palm Beach Gardens,FL,9,9336,5,Goldenrod,-80.0840994,26.8451179
508,"3005 Northlake Blvd, Palm Beach Gardens, FL",3005 Northlake Blvd,Palm Beach Gardens,FL,9,6842,4,Yellow,-80.0820838,26.8087634
510,"1862 Okeechobee Blvd, West Palm Beach, FL",1862 Okeechobee Blvd,West Palm Beach,FL,86,2560,5,Pink,-80.0794652,26.7058942
509,"520 Linton Blvd, Delray Beach, FL",520 Linton Blvd,Delray Beach,FL,73,7854,8,Crimson,-80.0785922,26.439203
253,"301 S Hills Village Mall, Pittsburgh, PA",301 S Hills Village Mall,Pittsburgh,PA,72,8509,1,Turquoise,-80.0552469,40.3423053
801,"7460 Rivers Ave, Charleston, SC",7460 Rivers Ave,Charleston,SC,45,2837,1,Violet,-80.0390867,32.9380615
771,"2300-c North Main Street, High Point, NC",2300-c North Main Street,High Point,NC,66,3981,8,Crimson,-80.0238733,35.9851637
237,"1000 Ross Park Mall Dr, Pittsburgh, PA",1000 Ross Park Mall Dr,Pittsburgh,PA,12,1553,1,Teal,-80.0071943,40.5441932
805,"1233 Savannah Hwy, Charleston, SC",1233 Savannah Hwy,Charleston,SC,66,6996,3,Crimson,-79.9989122,32.7840817
343,"9909 Mall Road Space 909, Morgantown, WV",9909 Mall Road Space 909,Morgantown,WV,78,2497,8,Blue,-79.9971037,39.626524
800,"975 Savannah Hwy Ste 301, Charleston, SC",975 Savannah Hwy Ste 301,Charleston,SC,93,2622,7,Goldenrod,-79.9895966,32.7824851
344,"1111 Van Voorhis Road, Morgantown, WV",1111 Van Voorhis Road,Morgantown,WV,74,1645,9,Puce,-79.9644272,39.6557682
266,"280 Butler Commons, Butler, PA",280 Butler Commons,Butler,PA,99,3902,3,Maroon,-79.9422363,40.8762868
403,"1936 Blue Hills Dr NE, Roanoke, VA",1936 Blue Hills Dr NE,Roanoke,VA,52,5612,7,Goldenrod,-79.9011659,37.3079554
768,"4405 Wendover Ave, Ste B, Greensboro, NC",4405 Wendover Ave,Greensboro,NC,9,572,8,Aquamarine,-79.89499,36.05537
291,"240 Waterfront Dr E, Homestead, PA",240 Waterfront Dr E,Homestead,PA,66,569,9,Maroon,-79.8908431,40.4060919
814,"3007 W Radio Drive, Florence, SC",3007 W Radio Drive,Florence,SC,95,2798,3,Goldenrod,-79.8373337,34.1882214
799,"1700 Shoremeade Road, Mount Pleasant, SC",1700 Shoremeade Road,Mount Pleasant,SC,16,7061,5,Purple,-79.8370711,32.8271876
773,"816 Friendly Center Rd, Greensboro, NC",816 Friendly Center Rd,Greensboro,NC,87,9169,9,Fuscia,-79.8291928,36.0867942
770,"2002 Pisgah Church Rd, Greensboro, NC",2002 Pisgah Church Rd,Greensboro,NC,51,1018,8,Fuscia,-79.827503,36.118796
772,"3709 Wireless Dr, Greensboro, NC",3709 Wireless Dr,Greensboro,NC,56,3777,6,Indigo,-79.8257546,36.120828
813,"1603 W Evans St, Florence, SC",1603 W Evans St,Florence,SC,52,2806,5,Indigo,-79.7973222,34.1962293
812,"430 Second Loop Rd, Florence, SC",430 Second Loop Rd,Florence,SC,82,1559,2,Goldenrod,-79.7703457,34.1665426
254,"4030 William Penn Hwy, Monroeville, PA",4030 William Penn Hwy,Monroeville,PA,30,1430,7,Mauv,-79.7686944,40.4382676
306,"4030 William Penn Hwy, Monroeville, PA",4030 William Penn Hwy,Monroeville,PA,39,7667,6,Green,-79.7686944,40.4382676
233,"5256 State Rte 30, Space Nl 13, Greensburg, PA",5256 State Rte 30,Greensburg,PA,81,599,7,Yellow,-79.5389289,40.3014581
769,"3124 Waltham Blvd, Burlington, NC",3124 Waltham Blvd,Burlington,NC,36,755,2,Red,-79.5086787,36.0682934
400,"165 Holt Garrison Pkwy, Danville, VA",165 Holt Garrison Pkwy,Danville,VA,64,8177,2,Khaki,-79.4177711,36.6005054
795,"1813 North Sand Hills Blvd., Aberdeen, NC",1813 North Sand Hills Blvd.,Aberdeen,NC,55,8064,1,Purple,-79.4146711,35.1562996
806,"1140 N Fraser St, Georgetown, SC",1140 N Fraser St,Georgetown,SC,36,9204,4,Yellow,-79.2887383,33.3900562
776,"5348 Mcfarland Road, Durham, NC",5348 Mcfarland Road,Durham,NC,82,7562,7,Crimson,-78.9936492,35.9520832
794,"1918 Skibo Rd, Fayetteville, NC",1918 Skibo Rd,Fayetteville,NC,35,4679,1,Maroon,-78.9678875,35.0683128
793,"208 Owen Dr, Fayetteville, NC",208 Owen Dr,Fayetteville,NC,59,2967,5,Fuscia,-78.9367795,35.0423451
781,"6709 Fayetteville Rd - Suite A, Durham, NC",6709 Fayetteville Rd - Suite A,Durham,NC,83,8546,4,Orange,-78.93631,35.90616
802,"1835 Pine Island Rd, Myrtle Beach, SC",1835 Pine Island Rd,Myrtle Beach,SC,75,1355,8,Puce,-78.9185255,33.7044803
783,"2001 Creekside Landing Drive, Apex, NC",2001 Creekside Landing Drive,Apex,NC,89,230,1,Purple,-78.8850279,35.7455781
792,"4621 Ramsey Rd, Fayetteville, NC",4621 Ramsey Rd,Fayetteville,NC,14,7949,8,Teal,-78.8800614,35.1245546
147,"1741 Sheridan Drive, Tonawanda, NY",1741 Sheridan Drive,Tonawanda,NY,80,303,4,Indigo,-78.8701382,42.9802289
774,"5431 Page Rd, Suite 130, Durham, NC",5431 Page Rd,Durham,NC,49,6569,2,Yellow,-78.8507052,35.8764915
368,"1262 Vocke Rd., Lavale, MD",1262 Vocke Rd.,Lavale,MD,30,4237,4,Maroon,-78.8348529,39.6276489
269,"500 Galleria Dr, Johnstown, PA",500 Galleria Dr,Johnstown,PA,41,1523,9,Turquoise,-78.8334864,40.2949867
145,"1730 Niagara Falls Blvd Ste400, Tonawanda, NY",1730 Niagara Falls Blvd Ste400,Tonawanda,NY,39,7902,1,Khaki,-78.8229617,43.0017604
775,"8005 Brier Creek Pkwy, Ste 140, Raleigh, NC",8005 Brier Creek Pkwy,Raleigh,NC,99,5074,4,Puce,-78.7824987,35.911318
125,"3505 Amelia Drive, Orchard Park, NY",3505 Amelia Drive,Orchard Park,NY,5,3061,3,Blue,-78.7814227,42.7901247
148,"1690 Walden Ave, Buffalo, NY",1690 Walden Ave,Buffalo,NY,55,4505,1,Yellow,-78.774982,42.9105298
146,"1 Walden Galleria Drive, Cheektowaga, NY",1 Walden Galleria Drive,Cheektowaga,NY,35,5410,9,Blue,-78.7627887,42.9140339
782,"1117 Walnut Street, Cary, NC",1117 Walnut Street,Cary,NC,72,1403,9,Blue,-78.760771,35.7704934
150,"4900 Transit Rd, Depew, NY",4900 Transit Rd,Depew,NY,14,5489,3,Green,-78.6979263,42.8774702
149,"8200 Transit Rd, Amherst, NY",8200 Transit Rd,Amherst,NY,33,3100,2,Teal,-78.6977048,42.9917928
777,"5715 Glenwood Ave, Raleigh, NC",5715 Glenwood Ave,Raleigh,NC,24,544,8,Blue,-78.6965086,35.8512164
804,"213 Hwy 17 N, North Myrtle Beach, SC",213 Hwy 17 N,North Myrtle Beach,SC,92,6015,4,Puce,-78.6770421,33.8312736
785,"4120 Main At North Hills St., Raleigh, NC",4120 Main At North Hills St.,Raleigh,NC,43,5437,6,Puce,-78.6427772,35.8369597
779,"3400 Bush St, Raleigh, NC",3400 Bush St,Raleigh,NC,70,9775,2,Yellow,-78.6122218,35.8270859
780,"5010 2nd Ave, Raleigh, NC",5010 2nd Ave,Raleigh,NC,24,2956,9,Goldenrod,-78.6054251,35.8492233
778,"7055 White Oak Rd, Garner, NC",7055 White Oak Rd,Garner,NC,90,1865,5,Puce,-78.5835173,35.6939474
784,"5100 Capital Blvd., Raleigh, NC",5100 Capital Blvd.,Raleigh,NC,33,4294,4,Goldenrod,-78.5803869,35.8555707
384,"973 Emmet St., Suite C, Charlottesville, VA",973 Emmet St.,Charlottesville,VA,21,9909,2,Crimson,-78.5029851,38.0498831
238,"3225 Pleasant Valley Blvd, Altoona, PA",3225 Pleasant Valley Blvd,Altoona,PA,44,2581,6,Yellow,-78.3997309,40.4851259
309,"3225 Pleasant Valley Blvd, Altoona, PA",3225 Pleasant Valley Blvd,Altoona,PA,28,5816,5,Pink,-78.3997309,40.4851259
326,"31 Water Street, Ste 2, Cuba, NY",31 Water Street,Cuba,NY,56,245,1,Orange,-78.2828833,42.2180046
420,"2148 S. Pleasant Valley Road, Winchester, VA",2148 S. Pleasant Valley Road,Winchester,VA,81,6169,8,Violet,-78.1673577,39.1607762
767,"210 N William St, Goldsboro, NC",210 N William St,Goldsboro,NC,46,4774,8,Yellow,-77.9921966,35.3841222
288,"1725 North Atherton Street, State College, PA",1725 North Atherton Street,State College,PA,73,3546,4,Turquoise,-77.8991352,40.808936
787,"314 S College Road, Wilmington, NC",314 S College Road,Wilmington,NC,91,7008,7,Mauv,-77.8734061,34.2365016
786,"2500 N College Rd, Wilmington, NC",2500 N College Rd,Wilmington,NC,65,1381,5,Fuscia,-77.8714304,34.2920137
154,"2672 West Ridge Rd., Greece, NY",2672 West Ridge Rd.,Greece,NY,41,3974,3,Blue,-77.6995539,43.210835
156,"401 Greece Ridge Center Dr, Rochester, NY",401 Greece Ridge Center Dr,Rochester,NY,51,3218,2,Green,-77.6959067,43.2047879
393,"15505 Westchester Commons Way, Midlothian, VA",15505 Westchester Commons Way,Midlothian,VA,69,4669,1,Yellow,-77.6934712,37.5130931
153,"620 Jefferson Rd Ste 200, Rochester, NY",620 Jefferson Rd Ste 200,Rochester,NY,17,4464,9,Khaki,-77.6263755,43.0876828
390,"11649 Midlothian Turnpike, Midlothian, VA",11649 Midlothian Turnpike,Midlothian,VA,38,4237,2,Yellow,-77.6134147,37.5044198
396,"3955 Deep Rock Rd, Richmond, VA",3955 Deep Rock Rd,Richmond,VA,74,5161,2,Puce,-77.57213,37.643732
392,"4801 Cox Rd, Glen Allen, VA",4801 Cox Rd,Glen Allen,VA,20,2024,3,Aquamarine,-77.5693866,37.6668102
406,"1604 Village Mkt Blvd Se, 100, Leesburg, VA",1604 Village Mkt Blvd Se,Leesburg,VA,97,1291,8,Violet,-77.5250105,39.089981
388,"1601 Carl D. Silver Parkway, Fredericksburg, VA",1601 Carl D. Silver Parkway,Fredericksburg,VA,81,9632,7,Pink,-77.5072758,38.3044684
394,"9909 Southpoint Parkway, Fredericksburg, VA",9909 Southpoint Parkway,Fredericksburg,VA,66,9164,3,Turquoise,-77.5047669,38.2331681
152,"600 Whitney Rd W, Fairport, NY",600 Whitney Rd W,Fairport,NY,26,1003,8,Green,-77.4589825,43.1092151
389,"1117 Jefferson Davis Hwy, Fredericksburg, VA",1117 Jefferson Davis Hwy,Fredericksburg,VA,50,9793,7,Green,-77.4487715,38.3787378
155,"7979 Pittsford-victor Rd Sp4, Victor, NY",7979 Pittsford-victor Rd Sp4,Victor,NY,7,6020,2,Turquoise,-77.4437118,43.0299441
397,"703 E Grace St, Richmond, VA",703 E Grace St,Richmond,VA,43,3426,3,Khaki,-77.4362533,37.5405573
408,"22000 Dulles Retail Plaza, Dulles, VA",22000 Dulles Retail Plaza,Dulles,VA,53,2762,2,Goldenrod,-77.4361286,39.006986
797,"1325 Western Blvd, Jacksonville, NC",1325 Western Blvd,Jacksonville,NC,5,4371,9,Purple,-77.4016542,34.785609
377,"5509 Urbana Pike, Frederick, MD",5509 Urbana Pike,Frederick,MD,64,9094,4,Khaki,-77.4007528,39.383832
385,"723 Southpark Blvd, Colonial Heights, VA",723 Southpark Blvd,Colonial Heights,VA,70,5682,9,Puce,-77.3864122,37.2494744
796,"621 Greenville Blvd, Greenville, NC",621 Greenville Blvd,Greenville,NC,83,3775,2,Puce,-77.3711577,35.5856477
398,"4501 South Laburnum Ave, Richmond, VA",4501 South Laburnum Ave,Richmond,VA,62,6141,4,Turquoise,-77.3549529,37.528532
412,"11425 Isaac Newton Sq S, Reston, VA",11425 Isaac Newton Sq S,Reston,VA,24,4279,9,Orange,-77.3379612,38.9520046
421,"11015 Main Street, Fairfax, VA",11015 Main Street,Fairfax,VA,7,2909,4,Maroon,-77.3253754,38.8529314
414,"2700 Potomac Mills Circle, Woodbridge, VA",2700 Potomac Mills Circle,Woodbridge,VA,65,5121,8,Orange,-77.2965242,38.6431929
416,"11794 Fair Oaks, Fairfax, VA",11794 Fair Oaks,Fairfax,VA,8,4659,4,Red,-77.2897062,38.8409458
410,"14900 Potomac Town Place, Woodbridge, VA",14900 Potomac Town Place,Woodbridge,VA,51,9890,5,Turquoise,-77.2887322,38.629882
361,"20934 B1c Frederick Road, Germantown, MD",20934 B1c Frederick Road,Germantown,MD,44,6484,7,Green,-77.2485377,39.203406
407,"8005-l Tyson's Corner Center, Mclean, VA",8005-l Tyson's Corner Center,Mclean,VA,46,4185,9,Yellow,-77.2231361,38.9176569
362,"538 N Fredrick Ave, Gaithersburg, MD",538 N Fredrick Ave,Gaithersburg,MD,79,5567,6,Teal,-77.2095051,39.1478405
422,"6699 Frontier Dr, Springfield, VA",6699 Frontier Dr,Springfield,VA,73,4109,9,Goldenrod,-77.1708488,38.7722636
374,"7101 Democracy Blvd. Spc 2166, Bethesda, MD",7101 Democracy Blvd. Spc 2166,Bethesda,MD,65,1000,7,Fuscia,-77.1459773,39.0251169
411,"5831 Crossroads Center, Falls Church, VA",5831 Crossroads Center,Falls Church,VA,56,2463,8,Teal,-77.1295956,38.8525655
371,"12023 Rockville Pike, Rockville, MD",12023 Rockville Pike,Rockville,MD,88,286,6,Purple,-77.1170992,39.0546163
413,"3000 Wilson Blvd Ste 100, Arlington, VA",3000 Wilson Blvd Ste 100,Arlington,VA,37,4058,9,Turquoise,-77.0942196,38.8878775
418,"3165 Duke St., Alexandria, VA",3165 Duke St.,Alexandria,VA,4,5409,2,Goldenrod,-77.0858056,38.8090041
419,"7702g Richmond Highway, Alexandria, VA",7702g Richmond Highway,Alexandria,VA,11,3383,7,Violet,-77.0852662,38.7495078
423,"5301 Wisconsin Ave NW, Washington, DC",5301 Wisconsin Ave NW,Washington,DC,17,2755,3,Orange,-77.0842748,38.9593545
415,"1100 S Hayes St Spc W04b, Arlington, VA",1100 S Hayes St Spc W04b,Arlington,VA,71,3040,5,Teal,-77.0605838,38.8632757
417,"1400 Defense Pentagon Rm 2c115, Arlington, VA",1400 Defense Pentagon Rm 2c115,Arlington,VA,23,944,4,Fuscia,-77.0546474,38.8714431
409,"3725 Jefferson Davis Hwy, Alexandria, VA",3725 Jefferson Davis Hwy,Alexandria,VA,49,281,3,Turquoise,-77.0515442,38.8382023
424,"1518 Connecticut, Washington, DC",1518 Connecticut,Washington,DC,5,9324,5,Orange,-77.0443298,38.9106143
426,"1050 Connecticut Ave NW, Washington, DC",1050 Connecticut Ave NW,Washington,DC,31,6250,7,Pink,-77.0407946,38.9034439
358,"8519 Georgia Ave., Silver Spring, MD",8519 Georgia Ave.,Silver Spring,MD,26,94,7,Teal,-77.0268953,38.9951943
425,"785 7th Street NW, Washington, DC",785 7th Street NW,Washington,DC,75,8104,2,Crimson,-77.0215365,38.8996067
370,"10729 Colesville Road, Silver Spring, MD",10729 Colesville Road,Silver Spring,MD,85,858,5,Khaki,-77.0056616,39.0302355
273,"101 Wilson Avenue Ste A, Hanover, PA",101 Wilson Avenue Ste A,Hanover,PA,54,799,4,Goldenrod,-76.9952222,39.8289068
264,"3588 Capital City Mall Dr., Camp Hill, PA",3588 Capital City Mall Dr.,Camp Hill,PA,89,8224,1,Khaki,-76.9338547,40.2224777
305,"3588 Capital City Mall Dr., Camp Hill, PA",3588 Capital City Mall Dr.,Camp Hill,PA,82,9439,3,Purple,-76.9338547,40.2224777
373,"3650 Crain Hwy, Waldorf, MD",3650 Crain Hwy,Waldorf,MD,80,4644,7,Red,-76.9240402,38.6123294
360,"6820 Virginia Manor Rd, Beltsville, MD",6820 Virginia Manor Rd,Beltsville,MD,54,7118,9,Mauv,-76.8939143,39.0609382
382,"7491 Greenbelt Rd., Greenbelt, MD",7491 Greenbelt Rd.,Greenbelt,MD,8,6831,2,Yellow,-76.8789647,38.9922318
372,"10300 Little Patuxent Pkwy 310, Columbia, MD",10300 Little Patuxent Pkwy 310,Columbia,MD,90,4812,6,Indigo,-76.8614814,39.2157036
134,"1509 Country Rd 64, Horseheads, NY",1509 Country Rd 64,Horseheads,NY,30,3765,1,Red,-76.8569838,42.1578931
355,"14700 Baltimore Ave, Suite 110, Laurel, MD",14700 Baltimore Ave,Laurel,MD,35,3458,6,Orange,-76.8567361,39.0925409
245,"1 Susquehanna Vly Mall Dr A-9, Selinsgrove, PA",1 Susquehanna Vly Mall Dr A-9,Selinsgrove,PA,45,9550,7,Yellow,-76.8486611,40.8255397
308,"2550 Interstate Dr, Harrisburg, PA",2550 Interstate Dr,Harrisburg,PA,75,2964,3,Goldenrod,-76.8460595,40.3080124
258,"5177 Commerce Dr, York, PA",5177 Commerce Dr,York,PA,12,7241,7,Yellow,-76.8453837,39.9329585
359,"10201 Martin Luther Kingjr Hwy, Bowie, MD",10201 Martin Luther Kingjr Hwy,Bowie,MD,48,4041,8,Blue,-76.8280829,38.9550682
363,"9000 Mendenhall Ct, Columbia, MD",9000 Mendenhall Ct,Columbia,MD,17,7973,2,Goldenrod,-76.8269565,39.1857222
378,"6490 Dobbin Center Way, Columbia, MD",6490 Dobbin Center Way,Columbia,MD,79,5463,9,Green,-76.8206747,39.1979361
427,"7125 Columbia Gateway Dr, Columbia, MD",7125 Columbia Gateway Dr,Columbia,MD,68,1573,9,Goldenrod,-76.8106445,39.1777016
251,"4375 Lewis Rd, Harrisburg, PA",4375 Lewis Rd,Harrisburg,PA,57,285,4,Goldenrod,-76.8071746,40.2507609
289,"4920 Jonestown Road, Harrisburg, PA",4920 Jonestown Road,Harrisburg,PA,14,4517,1,Pink,-76.8064535,40.3061447
262,"300 Town Center Drive Suite 1c, York, PA",300 Town Center Drive Suite 1c,York,PA,26,3001,5,Red,-76.7700832,39.9691257
364,"1809 Reisterstown Rd, Pikesville, MD",1809 Reisterstown Rd,Pikesville,MD,78,1166,5,Yellow,-76.7360871,39.3881322
375,"3921 Town Center Blvd, Bowie, MD",3921 Town Center Blvd,Bowie,MD,100,6173,4,Blue,-76.7343961,38.9445299
380,"7150 Standard Dr, Hanover, MD",7150 Standard Dr,Hanover,MD,50,1122,9,Pink,-76.7252649,39.1805677
270,"2899 Whiteford Rd, York, PA",2899 Whiteford Rd,York,PA,69,8296,3,Crimson,-76.6757415,39.9894492
376,"404 George Clauss Blvd, Severn, MD",404 George Clauss Blvd,Severn,MD,82,3303,6,Crimson,-76.6488293,39.1446178
356,"1803 York Road, Ste 101, Lutherville, MD",1803 York Road,Lutherville,MD,49,3396,7,Goldenrod,-76.6210088,39.4311277
428,"800 Fleet Street, Baltimore, MD",800 Fleet Street,Baltimore,MD,32,6289,1,Indigo,-76.6019701,39.2843776
366,"825 Dulaney Valley Rd, Towson, MD",825 Dulaney Valley Rd,Towson,MD,34,7439,3,Purple,-76.5990278,39.4042658
357,"1061 Annapolis Mall, Space 184, Annapolis, MD",1061 Annapolis Mall,Annapolis,MD,79,4851,6,Mauv,-76.5459109,38.9879603
367,"220 Harker Place, Annapolis, MD",220 Harker Place,Annapolis,MD,71,5853,1,Orange,-76.5411011,38.9800146
128,"748 South Meadow St, Ste 200, Ithaca, NY",748 South Meadow St,Ithaca,NY,100,11,6,Crimson,-76.5085133,42.429106
404,"12080 Jefferson Ave., Suite 91, Newport News, VA",12080 Jefferson Ave.,Newport News,VA,47,254,6,Blue,-76.4907572,37.1028877
369,"8200 Perry Hall Blvd, Baltimore, MD",8200 Perry Hall Blvd,Baltimore,MD,100,8374,1,Turquoise,-76.4669729,39.3749157
274,"2420 Cumberland Street, Lebanon, PA",2420 Cumberland Street,Lebanon,PA,62,9360,7,Aquamarine,-76.4547496,40.3391318
405,"2170 Coliseum Drive, Hampton, VA",2170 Coliseum Drive,Hampton,VA,85,5609,1,Red,-76.3900897,37.0491637
381,"571 Baltimore Pike, Bel Air, MD",571 Baltimore Pike,Bel Air,MD,63,1080,6,Puce,-76.3513619,39.5267969
282,"117 Park City, Lancaster, PA",117 Park City,Lancaster,PA,33,419,5,Blue,-76.3055144,40.0378755
383,"1501 Sentinel Drive, Ste 417, Chesapeake, VA",1501 Sentinel Drive,Chesapeake,VA,57,1295,3,Violet,-76.2520658,36.7790561
387,"1194 Azalea Garden Rd, Norfolk, VA",1194 Azalea Garden Rd,Norfolk,VA,73,9573,7,Purple,-76.2333373,36.8614528
391,"1412 Greenbrier Parkway, Chesapeake, VA",1412 Greenbrier Parkway,Chesapeake,VA,39,4581,4,Orange,-76.232477,36.7780359
242,"2233 Lincoln Hwy East, Lancaster, PA",2233 Lincoln Hwy East,Lancaster,PA,21,4928,1,Teal,-76.2203455,40.0276309
395,"1119 N Military Hwy Ste 200, Norfolk, VA",1119 N Military Hwy Ste 200,Norfolk,VA,9,1918,3,Mauv,-76.2108612,36.8608903
127,"9627 Destiny Usa Dr, Sp B106, Syracuse, NY",9627 Destiny Usa Dr,Syracuse,NY,32,6089,9,Khaki,-76.1731888,43.0692852
